Course Subject Short Nm,Course Number,Course Title Nm,Offering Type Desc,Instructional Format Nm,Offerings Cnt,Offerings Cnt Prior Yr,Offerings Cnt EOT Prior Yr,Enrollment Limit,Enrollment Limit Prior Yr,Enrollment Cnt ,Rejected Student Cnt,Rejected Student Cnt Prior Yr,Enrollment Cnt Prior Yr,Enrollment Cnt EOT Prior Yr,% Class Filled,% Class Filled Prior Yr,Waitlist Cnt,Waitlist Cnt Prior Yr,Waitlist Limit Cnt,Waitlist Limit Cnt Prior Yr,Avg Class Size,Avg Class Size Prior Yr,Crse at Capacity Cnt,Crse at Capacity Cnt Prior Yr
English,143A,Short Fiction,Primary,Lecture,,2,2,,54,,,,25,26,,46.2962962962963,,0,,14,,12.5,,0
English,143A,Short Fiction,Primary,Lecture,3,,,84,,45,29,,,,53.5714285714286,,0,,0,,15,,0,
English,143B,Verse,Primary,Lecture,,1,1,,28,,,,10,12,,35.7142857142857,,0,,2,,10,,0
English,143B,Verse,Primary,Lecture,1,,,28,,12,4,,,,42.8571428571429,,0,,0,,12,,0,
English,143C,Long Narrative,Primary,Lecture,,1,1,,28,,,,14,15,,50,,0,,5,,14,,0
English,143N,Prose Nonfiction,Primary,Lecture,,3,3,,82,,,,29,30,,35.3658536585366,,0,,7,,9.66666666666667,,0
English,143N,Prose Nonfiction,Primary,Lecture,1,,,28,,15,2,,,,53.5714285714286,,0,,0,,15,,0,
English,143T,Poetry Trans Wkshp,Primary,Lecture,,1,1,,28,,,,14,13,,50,,0,,2,,14,,0
English,143T,Poetry Trans Wkshp,Primary,Lecture,1,,,28,,11,2,,,,39.2857142857143,,0,,0,,11,,0,
English,161,Int To Lit Theory,Primary,Lecture,,1,1,,19,,,,22,19,,115.789473684211,,0,,26,,22,,1
English,165,Special Topics,Primary,Seminar,,3,3,,57,,,,56,57,,98.2456140350877,,0,,39,,18.6666666666667,,2
English,165,Special Topics,Primary,Seminar,2,,,33,,30,21,,,,90.9090909090909,,0,,0,,15,,1,
English,166,Special Topics,Primary,Lecture,,1,1,,28,,,,28,28,,100,,0,,25,,28,,1
English,166,Special Topics,Primary,Lecture,4,,,135,,135,106,,,,100,,0,,0,,33.75,,4,
English,166AC,Spe Top Am Cultures,Primary,Lecture,,1,1,,50,,,,50,50,,100,,0,,11,,50,,1
English,171,Lit And Sexual Iden,Primary,Lecture,,,0,,,,,,,0,,,,,,,,,,
English,173,Lang/Lit Of Films,Primary,Lecture,1,,,42,,42,60,,,,100,,1,,0,,42,,1,
English,176,Lit & Pop Culture,Primary,Lecture,,1,1,,47,,,,49,47,,104.255319148936,,0,,88,,49,,1
English,180A,Autobiography,Primary,Lecture,,1,1,,45,,,,45,45,,100,,0,,37,,45,,1
English,180A,Autobiography,Primary,Lecture,1,,,49,,49,6,,,,100,,0,,0,,49,,1,
English,180E,Epic,Primary,Lecture,,1,1,,61,,,,59,61,,96.7213114754098,,0,,52,,59,,0
English,180L,Lyric Verse,Primary,Lecture,1,,,33,,32,27,,,,96.969696969697,,0,,0,,32,,0,
English,180N,The Novel,Primary,Lecture,1,,,55,,54,40,,,,98.1818181818182,,0,,0,,54,,0,
English,180R,Romance,Primary,Lecture,1,,,39,,39,34,,,,100,,0,,0,,39,,1,
English,180Z,Science Fiction,Primary,Lecture,,1,1,,109,,,,109,109,,100,,0,,70,,109,,1
English,190,Research Seminar,Primary,Seminar,,14,14,,245,,,,237,244,,96.734693877551,,0,,138,,16.9285714285714,,7
English,190,Research Seminar,Primary,Seminar,14,,,244,,235,134,,,,96.3114754098361,,0,,0,,16.7857142857143,,14,
English,H195B,Honors Course,Primary,Lecture,,2,2,,56,,,,39,39,,69.6428571428571,,0,,1,,19.5,,0
English,H195B,Honors Course,Primary,Lecture,2,,,56,,43,2,,,,76.7857142857143,,0,,0,,21.5,,0,
English,198,Directed Group Stdy,Primary,Directed Group Study,,13,13,,517,,,,376,383,,72.7272727272727,,0,,3,,28.9230769230769,,0
English,198,Directed Group Stdy,Primary,Directed Group Study,12,,,492,,294,4,,,,59.7560975609756,,0,,20,,24.5,,1,
English,203,Graduate Readings,Primary,Lecture,,4,4,,42,,,,35,36,,83.3333333333333,,1,,24,,8.75,,3
English,203,Graduate Readings,Primary,Lecture,3,,,31,,31,21,,,,100,,0,,0,,10.3333333333333,,3,
English,211,Chaucer,Primary,Lecture,,1,1,,14,,,,14,14,,100,,0,,4,,14,,1
English,212,Rdgs/Middle English,Primary,Lecture,,1,1,,15,,,,4,4,,26.6666666666667,,0,,3,,4,,0
English,217,Shakespeare,Primary,Lecture,1,,,13,,13,11,,,,100,,0,,0,,13,,1,
English,243B,Poetry Workshop,Primary,Lecture,1,,,28,,11,1,,,,39.2857142857143,,0,,0,,11,,0,
English,243N,Pr Nonfic Wr Wkshp,Primary,Lecture,,1,1,,28,,,,4,6,,14.2857142857143,,0,,1,,4,,0
English,246K,Grad Pro-Seminars,Primary,Lecture,,,0,,,,,,,0,,,,,,,,,,
English,246K,Grad Pro-Seminars,Primary,Lecture,1,,,11,,11,14,,,,100,,0,,0,,11,,1,
English,250,Research Seminars,Primary,Seminar,,3,3,,24,,,,15,18,,62.5,,0,,14,,5,,2
English,250,Research Seminars,Primary,Seminar,2,,,17,,17,18,,,,100,,0,,0,,8.5,,2,
English,310,Field Studies,Primary,Field Work,,1,1,,30,,,,14,14,,46.6666666666667,,0,,0,,14,,0
English,310,Field Studies,Primary,Field Work,1,,,30,,9,0,,,,30,,0,,0,,9,,0,
